m2_dpo.owl,m1_nbo.owl,m1_dpo.owl,m2_nbo.owl,definition,m2_union,definition_name,m1_union,
,,,3,"behavior
 and (in_response_to some GO_0007601)",4,http://ebi.ac.uk#Pattern422,0,
,,,3,"BFO_0000056 some 
    (courtship behavior
     and (has_quality some Thing))",4,http://ebi.ac.uk#Pattern664,0,
1,,1,,"quality
 and (inheres_in some visual behavior)
 and (qualifier some abnormal)",2,http://ebi.ac.uk#Pattern421,1,
,,,1,"behavior
 and (in_response_to some alcohol consumption)",2,http://ebi.ac.uk#Pattern663,0,
1,,,,"quality
 and (inheres_in some feeding behavior)
 and (qualifier some continuant)",2,http://ebi.ac.uk#Pattern420,0,
,,,2,"BFO_0000056 some 
    (behavioral control of external secretion
     and (has_quality some Thing))",3,http://ebi.ac.uk#Pattern662,0,
,,,5,"BFO_0000056 some 
    (motor coordination
     and (has_quality some continuant))",6,http://ebi.ac.uk#Pattern661,0,
,1,,1,"has_quality some 
    (extra or missing processual parts
     and (towards some pleasure behavior))",2,http://ebi.ac.uk#Pattern660,1,
1,,1,,"quality
 and (inheres_in some male courtship behavior)
 and (qualifier some abnormal)",2,http://ebi.ac.uk#Pattern681,1,
4,,,,"Thing
 and (inheres_in some 
    (mating behavior or (behavior
     and (part_of some mating behavior))))
 and (qualifier some abnormal)",5,http://ebi.ac.uk#Pattern680,0,
,1,,1,"BFO_0000056 some 
    ((regulation of drinking behavior
     and (regulates some liquid consumption)
     and (has-input some 
        (PATO_0000145
         and (has_quality some PATO_0001563))))
     and (qualifier some increased process quality))",2,http://ebi.ac.uk#Pattern439,1,
,,,1,"BFO_0000056 some 
    (behavior
     and (regulates some (has-input some 
        (PATO_0000145
         and (has_quality some PATO_0001563)))))",2,http://ebi.ac.uk#Pattern438,0,
,,,1,"perception behavior by means
 and (in_response_to some PATO_0001305)",2,http://ebi.ac.uk#Pattern437,0,
,,,1,"regulation of drinking preference behavior
 and (has_participant some CHEBI_15734)",2,http://ebi.ac.uk#Pattern679,0,
,,,6,"associative learning behavior
 and (is_about some behavior)",7,http://ebi.ac.uk#Pattern436,0,
,1,,1,"rhythmic behavior
 and (is_about some GO_0042747)",2,http://ebi.ac.uk#Pattern678,1,
,,,1,"perception behavior by means
 and (in_response_to some PATO_0001306)",2,http://ebi.ac.uk#Pattern435,0,
,,,3,"BFO_0000056 some 
    (regulation of drinking preference behavior
     and (has_quality some 
        (physical quality of a process
         and (towards some liquid consumption))))",4,http://ebi.ac.uk#Pattern677,0,
2,,,,"quality
 and (inheres_in some visual behavior)
 and (qualifier some quality)",3,http://ebi.ac.uk#Pattern434,0,
,3,,3,"BFO_0000056 some 
    (regulation of drinking behavior
     and (has_quality some 
        (decreased rate
         and (towards some liquid consumption))))",4,http://ebi.ac.uk#Pattern676,2,
,,,3,"perceptual constancy behavior
 and (is_about some physical object quality)",4,http://ebi.ac.uk#Pattern433,0,
,,,1,"behavioral control of external secretion
 and (by_means some UBERON_0004121)
 and (is_about some GO_0070075)",2,http://ebi.ac.uk#Pattern675,0,
,,,1,"BFO_0000056 some 
    (multi-organism reproductive process
     and (has_quality some quality))",2,http://ebi.ac.uk#Pattern432,0,
,,,2,"Thing
 and (has_participant some CHEBI_32111)",3,http://ebi.ac.uk#Pattern674,0,
2,,2,,"quality
 and (inheres_in some learning or memory)
 and (qualifier some abnormal)",3,http://ebi.ac.uk#Pattern431,2,
1,,,,"continuant
 and (inheres_in some grooming behavior)
 and (qualifier some abnormal)",2,http://ebi.ac.uk#Pattern673,0,
2,,2,,"quality
 and (inheres_in some chemosensory behavior)
 and (qualifier some abnormal)",3,http://ebi.ac.uk#Pattern430,1,
1,,,,"quality
 and (inheres_in some learning)
 and (qualifier some continuant)",2,http://ebi.ac.uk#Pattern672,0,
,,,1,"regulation of drinking preference behavior
 and (has_participant some CHEBI_2571)",2,http://ebi.ac.uk#Pattern671,0,
2,,2,,"quality
 and (inheres_in some visual behavior)
 and (qualifier some deviation(from_normal))",3,http://ebi.ac.uk#Pattern890,1,
,,,6,"BFO_0000056 some 
    (regulation of behavior
     and (has_quality some increased rate))",7,http://ebi.ac.uk#Pattern409,0,
,,,2,"Thing
 and (in_response_to some sensory perception of smell)",3,http://ebi.ac.uk#Pattern408,0,
,,,1,"BFO_0000056 some 
    (memory behavior
     and (has_quality some Thing))",2,http://ebi.ac.uk#Pattern407,0,
24,,,,"quality
 and (inheres_in some behavior)
 and (qualifier some continuant)",25,http://ebi.ac.uk#Pattern649,0,
,,,4,"Thing
 and (in_response_to some sensory perception of chemical stimulus)",5,http://ebi.ac.uk#Pattern406,0,
,1,,1,"vestibular behavior
 and (has_participant some UBERON_0000309)",2,http://ebi.ac.uk#Pattern648,1,
1,,,,"quality
 and (inheres_in some organism)",2,http://ebi.ac.uk#Pattern405,0,
,,,3,regulates some behavioral response to chemical stimulus,4,http://ebi.ac.uk#Pattern647,0,
,2,,2,"behavioral control of excretion
 and (is_about some system process)",3,http://ebi.ac.uk#Pattern889,1,
,,,1,"Thing
 and (in_response_to some sensory perception of sound)",2,http://ebi.ac.uk#Pattern404,0,
,,,2,"behavior
 and (has_participant some CHEBI_32111)",3,http://ebi.ac.uk#Pattern646,0,
,,,60,"involuntary movement behavior
 and (by_means some biological_process)",61,http://ebi.ac.uk#Pattern888,0,
,,,2,"Thing
 and (has_participant some CHEBI_16236)",3,http://ebi.ac.uk#Pattern403,0,
,,,1,"BFO_0000056 some 
    (behavioral control of urination
     and (has_quality some Thing))",2,http://ebi.ac.uk#Pattern645,0,
,,,1,"BFO_0000056 some 
    (behavior
     and (has_quality some 
        (decreased frequency
         and (qualifier some PATO_0001863)
         and (towards some liquid consumption))))",2,http://ebi.ac.uk#Pattern887,0,
1,,,,"quality
 and (inheres_in some locomotor rhythm)
 and (qualifier some continuant)",2,http://ebi.ac.uk#Pattern402,0,
,5,,5,"feeding behavior
 and (has_participant some Thing)",6,http://ebi.ac.uk#Pattern644,1,
,,,27,"BFO_0000056 some 
    (cognitive behavior
     and (has_quality some continuant))",28,http://ebi.ac.uk#Pattern886,0,
1,,,,"quality
 and (inheres_in some locomotor rhythm)
 and (qualifier some quality)",2,http://ebi.ac.uk#Pattern401,0,
,,,2,"aggressive behavior
 and (by_means some Thing)",3,http://ebi.ac.uk#Pattern643,0,
,1,,1,"behavioral control of external secretion
 and (by_means some UBERON_0001817)
 and (is_about some secretion)",2,http://ebi.ac.uk#Pattern885,1,
,,,10,"BFO_0000056 some 
    (GO_0042755
     and (has_quality some Thing))",11,http://ebi.ac.uk#Pattern400,0,
,,,1,"has_quality some 
    (process quality
     and (towards some pleasure behavior))",2,http://ebi.ac.uk#Pattern642,0,
,,,1,"has_quality some 
    (physical object quality
     and (towards some memory loss behavior))",2,http://ebi.ac.uk#Pattern884,0,
,1,,1,"consumption of an addictive substance
 and (has_participant some CHEBI_46775)",2,http://ebi.ac.uk#Pattern641,1,
,,,18,"sensation behavior
 and (in_response_to some multicellular organismal process)",19,http://ebi.ac.uk#Pattern883,0,
,52,,52,"BFO_0000056 some 
    (sleeping behavior
     and (has_quality some quality))",53,http://ebi.ac.uk#Pattern640,7,
,1,,1,"behavioral control of external secretion
 and (by_means some UBERON_0001817)
 and (is_about some GO_0007589)",2,http://ebi.ac.uk#Pattern882,1,
2,,2,,"quality
 and (inheres_in some mating behavior)
 and (qualifier some abnormal)",3,http://ebi.ac.uk#Pattern881,1,
,,,1,"BFO_0000056 some 
    (food consumption
     and (has_quality some physical quality of a process))",2,http://ebi.ac.uk#Pattern880,0,
,1,,1,"classical conditioning
 and (is_about some fear/anxiety related behavior)",2,http://ebi.ac.uk#Pattern419,1,
,,,4,"BFO_0000056 some 
    (GO_0048583
     and (has_quality some rate))",5,http://ebi.ac.uk#Pattern418,0,
4,,4,,"quality
 and (inheres_in some circadian behavior)
 and (qualifier some deviation(from_normal))",5,http://ebi.ac.uk#Pattern417,1,
,5,,5,"BFO_0000056 some 
    (regulation of drinking behavior
     and (has_quality some 
        (increased rate
         and (towards some liquid consumption))))",6,http://ebi.ac.uk#Pattern659,2,
4,,,,"quality
 and (inheres_in some circadian behavior)
 and (qualifier some qualitative)",5,http://ebi.ac.uk#Pattern416,0,
,,,1,"BFO_0000056 some 
    (food consumption
     and (has_quality some quality))",2,http://ebi.ac.uk#Pattern658,0,
,,,3,"Thing
 and (in_response_to some GO_0007601)",4,http://ebi.ac.uk#Pattern415,0,
,,,1,"Thing
 and (is_about some GO_0042747)",2,http://ebi.ac.uk#Pattern657,0,
,,,1,"Thing
 and (in_response_to some GO_0050966)",2,http://ebi.ac.uk#Pattern899,0,
,,,3,"perceptual constancy behavior
 and (is_about some continuant)",4,http://ebi.ac.uk#Pattern414,0,
,60,,60,"involuntary movement behavior
 and (by_means some response to external stimulus)",61,http://ebi.ac.uk#Pattern656,1,
,,,1,"Thing
 and (in_response_to some GO_0050967)",2,http://ebi.ac.uk#Pattern898,0,
,,,4,"BFO_0000056 some 
    (regulation of behavior
     and (has_quality some decreased rate))",5,http://ebi.ac.uk#Pattern413,0,
,1,,1,"BFO_0000056 some 
    (regulation of drinking behavior
     and (has_quality some 
        (decreased frequency
         and (qualifier some PATO_0001863)
         and (towards some feeding behavior))))",2,http://ebi.ac.uk#Pattern655,1,
,1,,1,"BFO_0000056 some 
    (regulation of feeding behavior
     and (has_quality some 
        (decreased frequency
         and (qualifier some PATO_0001863)
         and (towards some liquid consumption))))",2,http://ebi.ac.uk#Pattern897,1,
,,,10,"biological_process
 and (is_about some circadian rhythm)",11,http://ebi.ac.uk#Pattern412,0,
4,,,,"continuant
 and (inheres_in some locomotory behavior)
 and (qualifier some abnormal)",5,http://ebi.ac.uk#Pattern654,0,
,1,,1,"behavioral control of excretion
 and (by_means some UBERON_0006554)
 and (is_about some GO_0060073)",2,http://ebi.ac.uk#Pattern896,1,
,,,1,"BFO_0000056 some 
    (regulation of mating preference
     and (has_quality some continuant))",2,http://ebi.ac.uk#Pattern411,0,
3,,,,"quality
 and (inheres_in some chemosensory behavior)
 and (qualifier some continuant)",4,http://ebi.ac.uk#Pattern653,0,
,,,1,"liquid consumption
 and (has_participant some CHEBI_33692)",2,http://ebi.ac.uk#Pattern895,0,
,,,3,"BFO_0000056 some 
    (regulation of alcohol preference behavior
     and (has_quality some process quality))",4,http://ebi.ac.uk#Pattern410,0,
3,,3,,"quality
 and (inheres_in some response to light stimulus)
 and (qualifier some abnormal)",4,http://ebi.ac.uk#Pattern652,1,
,,,1,"behavioral response to chemical stimulus
 and (in_response_to some nicotine consumption)",2,http://ebi.ac.uk#Pattern894,0,
,,,1,"classical conditioning
 and (is_about some stress related behavior)",2,http://ebi.ac.uk#Pattern651,0,
,1,,1,"liquid consumption
 and (has_participant some CHEBI_33693)",2,http://ebi.ac.uk#Pattern893,1,
,4,,4,regulates some sensation behavior,5,http://ebi.ac.uk#Pattern650,1,
2,,,,"quality
 and (inheres_in some visual behavior)
 and (qualifier some qualitative)",3,http://ebi.ac.uk#Pattern892,0,
,,,1,"associative learning behavior
 and (in_response_to some learning behavior)",2,http://ebi.ac.uk#Pattern891,0,
,,,1,"BFO_0000056 some 
    (regulation of drinking behavior
     and (has_quality some 
        (decreased frequency
         and (qualifier some physical quality of a process)
         and (towards some liquid consumption))))",2,http://ebi.ac.uk#Pattern629,0,
1,,,,"continuant
 and (inheres_in some circadian mating behavior)
 and (qualifier some abnormal)",2,http://ebi.ac.uk#Pattern628,0,
,24,,24,regulates some behavior,25,http://ebi.ac.uk#Pattern627,1,
,,,1,"Thing
 and (in_response_to some sensory perception of touch)",2,http://ebi.ac.uk#Pattern869,0,
,,,9,"BFO_0000056 some 
    (vestibular behavior
     and (has_quality some continuant))",10,http://ebi.ac.uk#Pattern626,0,
,,,3,"BFO_0000056 some 
    (GO_0060259
     and (has_quality some qualitative))",4,http://ebi.ac.uk#Pattern868,0,
,1,,1,"BFO_0000056 some 
    (regulation of drinking behavior
     and (has_quality some 
        (decreased frequency
         and (qualifier some PATO_0001309)
         and (towards some liquid consumption))))",2,http://ebi.ac.uk#Pattern625,1,
,,,3,"BFO_0000056 some 
    (regulation of drinking preference behavior
     and (has_quality some 
        (deviation(from_normal)
         and (towards some liquid consumption))))",4,http://ebi.ac.uk#Pattern867,0,
,,,1,"behavior
 and (by_means some UBERON_0002104)",2,http://ebi.ac.uk#Pattern624,0,
,3,,3,"spatial perception
 and (is_about some Thing)",4,http://ebi.ac.uk#Pattern866,1,
,,,2,"behavior
 and (by_means some UBERON_0002105)",3,http://ebi.ac.uk#Pattern623,0,
3,,3,,"dependent continuant
 and (inheres_in some chemosensory behavior)
 and (qualifier some abnormal)",4,http://ebi.ac.uk#Pattern865,1,
,,,2,"consumption of an addictive substance
 and (has_participant some CHEBI_22315)",3,http://ebi.ac.uk#Pattern622,0,
,,,1,"BFO_0000056 some 
    (regulation of drinking behavior
     and (has_quality some 
        (increased frequency
         and (qualifier some PATO_0001333)
         and (towards some consumption behavior))))",2,http://ebi.ac.uk#Pattern864,0,
1,,,,"quality
 and (inheres_in some hatching behavior)
 and (qualifier some dependent continuant)",2,http://ebi.ac.uk#Pattern621,0,
,1,,1,"BFO_0000056 some 
    (regulation of drinking behavior
     and (regulates some (has-input some 
        (Thing
         and (has_quality some PATO_0001563)))))",2,http://ebi.ac.uk#Pattern863,1,
,,,,"emission behavior
 and (by_means some UBERON_0001817)
 and (is_about some GO_0070075)",1,http://ebi.ac.uk#Pattern620,1,
1,,,,"quality
 and (inheres_in some learning)
 and (qualifier some quality)",2,http://ebi.ac.uk#Pattern862,0,
,,,10,"rhythmic behavior
 and (is_about some single-organism process)",11,http://ebi.ac.uk#Pattern861,0,
1,,,,"dependent continuant
 and (inheres_in some organism)",2,http://ebi.ac.uk#Pattern860,0,
1,,,,"continuant
 and (inheres_in some entrainment of circadian clock by photoperiod)
 and (qualifier some abnormal)",2,http://ebi.ac.uk#Pattern639,0,
,10,,10,"BFO_0000056 some 
    (regulation of drinking behavior
     and (has_quality some 
        (rate
         and (towards some liquid consumption))))",11,http://ebi.ac.uk#Pattern638,2,
,2,,2,"BFO_0000056 some 
    (behavioral control of external secretion
     and (has_quality some dependent continuant))",3,http://ebi.ac.uk#Pattern637,1,
,,,10,"rhythmic behavior
 and (is_about some biological_process)",11,http://ebi.ac.uk#Pattern879,0,
,,,1,"sensation behavior
 and (in_response_to some sensory perception of touch)",2,http://ebi.ac.uk#Pattern636,0,
3,,3,,"quality
 and (inheres_in some response to chemical)
 and (qualifier some abnormal)",4,http://ebi.ac.uk#Pattern878,1,
,,,53,"BFO_0000056 some 
    (sleep
     and (has_quality some Thing))",54,http://ebi.ac.uk#Pattern635,0,
,,,1,"behavior
 and (has_participant some CHEBI_15377)",2,http://ebi.ac.uk#Pattern877,0,
1,,,,"quality
 and (inheres_in some optokinetic behavior)
 and (qualifier some continuant)",2,http://ebi.ac.uk#Pattern634,0,
,,,2,"BFO_0000056 some 
    (rhythmic behavior
     and (has_quality some frequency))",3,http://ebi.ac.uk#Pattern876,0,
,,,1,"Thing
 and (is_about some vocalization behavior)",2,http://ebi.ac.uk#Pattern633,0,
,,,16,"BFO_0000056 some 
    (circadian behavior
     and (has_quality some continuant))",17,http://ebi.ac.uk#Pattern875,0,
,,,6,"BFO_0000056 some 
    (mating behavior
     and (has_quality some Thing))",7,http://ebi.ac.uk#Pattern632,0,
,,,2,"BFO_0000056 some 
    (regulation of drinking preference behavior
     and (has_quality some 
        (increased rate
         and (towards some Thing))))",3,http://ebi.ac.uk#Pattern874,0,
,,,1,"learning and/or memory behavior
 and (is_about some vocalization behavior)",2,http://ebi.ac.uk#Pattern631,0,
,11,,11,"BFO_0000056 some 
    (perception behavior by means
     and (has_quality some quality))",12,http://ebi.ac.uk#Pattern873,1,
,7,,7,regulates some consumption of an addictive substance,8,http://ebi.ac.uk#Pattern630,5,
,,,11,"BFO_0000056 some 
    (regulation of drinking behavior
     and (has_quality some 
        (continuant
         and (towards some liquid consumption))))",12,http://ebi.ac.uk#Pattern872,0,
,,,3,"BFO_0000056 some 
    (GO_0060259
     and (has_quality some deviation(from_normal)))",4,http://ebi.ac.uk#Pattern871,0,
,,,1,"perceptual constancy behavior
 and (is_about some radiation quality)",2,http://ebi.ac.uk#Pattern870,0,
